ID,Age,Title,Title_ja,Review,Review_ja,Rating,Positive Feedback Count,Division Name,Department Name,Class Name,Recommended IND
279,49,Versatile piece,汎用性の高い作品,Love this sweater! it can be used for both work and casual wear with ease. very soft and seems durable. i highly recommend it!,このセーターが大好きです！仕事でもカジュアルな服装でも、気軽に使えます。,5,0,General,Tops,Fine gauge,0
280,54,,,"Great tee! the color online is lighter and nicer in my opinion than in reality. it's much darker in real life, but otherwise it's a super soft tee with gently fluttered sleeves and side slits. i bought it in a s and it's roomy without being oversized. great for fall....",Sサイズを購入しましたが、オーバーサイズではなく、ゆとりがあります。,5,4,General,Tops,Knits,0
281,28,Wanted to love but...,愛したいが...。,"I wanted to love this dress but there were too many factors that ultimately had me sending it back.

it is a very unique piece and high quality; however, i have sensitive skin c/o irish genes, and something about the silk/linen/sequin combo had be itching like crazy and really irritated my skin. i also did not love the way the top part of the dress layed on me- it was like there was a bit too much fabric up top meanwhile fitting perfectly around my hips (so i wouldn't want to size down...)","このドレスを愛したかったのですが、最終的に送り返さなければならない要素が多すぎました。

このドレスはとてもユニークで高品質ですが、私はアイリッシュ遺伝子を持つ敏感肌なので、シルクとリネンとスパンコールの組み合わせは、狂ったようにかゆくなり、本当に私の肌を刺激しました。また、このドレスの上部が私の上に置かれた方法が好きではありませんでした-それは、私のヒップの周りに完全にフィットしながら、上に少し多くの生地があったようでした（だから私はサイズダウンしたくないのですが・・・）。",3,5,General Petite,Dresses,Dresses,0
282,46,Didn't fit right,フィット感がない,"It is a beautiful dress,but didn't fit me.this is better for someone tall and thin.",背が高くて痩せている人にはいいかもしれません。,4,2,General Petite,Dresses,Dresses,0
283,46,Crazy big,クレイジービッグ,"Beautiful but big. i exchanged my 0 for a 00, and, oddly enough, there was no difference! had a similar experience with another 00 blouse. am i crazy, or is the 00 size just a sham?",0を00に交換したら、不思議なことに違いがありませんでした！別の00のブラウスでも同様の経験をしました。,3,1,General Petite,Tops,Blouses,0
284,76,Fits great!,フィット感抜群!,"This cute top fits great. it's got a nice fit on arms, shoulders, and bust, then flares out a bit to give ease to the tummy area. the back has a cute button trim and solid blue inset. cute top!",腕、肩、バストにフィットし、お腹周りは少しフレアになっています。,5,2,General,Tops,Knits,0
285,48,Top of the season,トップオブシーズン,"If all the tops i ordered from retailer this summer, this top is my fav. it is a crowd pleaser! my friend called it my ""art shirt."" the fabric is nice and the cut hangs nice on my 5 ft 5 170 pound frame. the armholes are a little big, so i just wear a red bra with it and it's great.",この夏、リテーラーで注文したトップスの中で、このトップスが一番気に入りました。 友達はこれを私の「アートシャツ」と呼んでいました。,4,0,General Petite,Tops,Knits,0
286,36,Yoga vest,ヨガベスト,"I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large, and this is concerning because what if it is big in a weird way because i'm usually a large?",普段Sサイズの私がSサイズを注文したら、ファスナーが閉まらなくなったので、Lサイズを返品します。,3,1,Initmates,Intimate,Lounge,1
287,52,Most flattering jeans!,最も似合うジーンズ!,"Most flattering and perfect dark skinny jean! obsessed is an understatement. i am becoming a big fan of mother denim! just enough stretch to be comfortable all day, sit a little bit higher on my waist, which is wonderful (post babies) and sometimes hard to find in jeans. if you are in between sizes, be sure to size down! these jeans are stretchy to begin with and will stretch out a whole size. i have never been happier with a pair of jeans!",このジーンズは元々伸縮性があるので、ワンサイズ大きくても大丈夫です！このジーンズを買ってよかったと思ったことはありません。,5,6,General,Bottoms,Jeans,0
288,61,Versatile and elegant,汎用性とエレガンス,"I tried this on a whim last week even though it was a bit above my budget, and i couldn't resist taking it home. the photo doesn't do the textured sheen of the silk justice--the metallic tones of the flowers are really vibrant, but still subtle. my husband (who usually hates anything with a bow) loves this, though i have been tying the bow a bit lower than shown on the model. go one size down--i usually wear a 14 in blouses but took a 12 in this.",写真では、シルクの質感や光沢をうまく表現できていませんが、花のメタリックトーンは実に鮮やかですが、それでも繊細です。私の夫は（普段リボンのついたものを嫌う）これを気に入っていますが、私はリボンをモデルの写真よりも少し低い位置に結びました。,5,12,General,Tops,Blouses,0
289,34,Unique and wonderful,ユニークで素晴らしい,"The sweater is comfortable and a good weight. the zipper is very difficult, but i do not have to unzip the sweater to pull it on.",このセーターは着心地が良く、程よい重さです。ファスナーは非常に難しいですが、セーターを引っ張るためにファスナーを開ける必要はありません。,5,2,General,Tops,Knits,0
290,37,Nice,いいね,"I did like this coat, however the material was just not what i expected. i was hoping for more of a traditional wool material, but this had a fuzziness to it. not fitted in the waist either, which might just be the style but not what i was hoping for.",もっと伝統的なウール素材を期待していたのですが、これは毛羽立ちがありました。ウエストもフィットしていないので、スタイルかもしれませんが、私が期待していたものとは違いました。,4,3,General,Jackets,Outerwear,0
291,63,Really cute!,本当にかわいい,"These jeans are so cute! they are perfect for petites too! i am fit, look way younger than my age and get so many compliments when i wear these jeans. i'm. i'm 5'2"", 115 libs and they definitely fit tight in a good way. just like the photo pretty much. they are not small like the white mother ankle fray jeans for sale on the site now. those definitely run smaller so these are true to size with a tight fit.",このジーンズはとてもかわいいです！小柄な人にもぴったりです！私は170センチ、115リブですが、確かに良い意味でタイトにフィットしています。,5,1,General,Bottoms,Jeans,0
292,33,Love,愛,"Just received this top in the mail & purchased at the sale price. beautiful classic piece that can easily be dressed up or down. excellent quality & fits tts. for reference, i'm 5'5, 120lbs & ordered the sp & xs, i kept the xs. the sp had an elastic waist, there was no drawstring. not sure if this applies to all petite sizes or just the one i received.",このトップスは、メール便で届き、セール価格で購入しました。簡単にドレスアップできる美しいクラシックな作品です。,5,0,General Petite,Tops,Blouses,0
293,58,Female version of a polo shirt,女性版ポロシャツ,"I ordered this in white. the material is similar to a polo shirt, which i hadn't counted on. it was also on the large size and just unflattering on me. still, the quality seemed to be good.",素材はポロシャツに似ていて、期待していなかったのですが、サイズも大きめで、私には似合わなかったです。,3,5,General,Tops,Knits,0
294,50,Definitely a summer dress,間違いなく夏服,This dress is tricky. the fabric is very thin and the under slip it comes with runs small. i wear it with my yoga shorts underneath. the fabric is a very thin linen. my husband loves me in this dress so that a huge pro. its very light and cool perfect for the summer time.,このドレスは厄介です。生地はとても薄く、付属のアンダースリップは小さめです。私は下にヨガショーツを履いて着ています。,3,2,General Petite,Dresses,Dresses,0
295,45,Not what i hoped for,期待したほどではなかった,"The color is a nice cool red and the material is very soft. but the dress left me feeling shapeless and the bell sleeve overtook it. i wanted to love it, but it just wasn't working for me. i'm 5'8"" and purchased a s. it fits true to size, however it was loose around the waist and just wasn't complimentary on me. this will have to go back.",私はそれを愛するしたいが、それはちょうど私のために働いていなかった。私は170センチメートルとSを購入しました。,2,1,General Petite,Dresses,Dresses,1
296,59,Best ag jeans yet,今までで最高のアグジーンズ,"I have many pairs of ag jeans -- mostly stevie's & harper's -- and while they're comfortable, i am always glad to take them off at the end of the day. these jeans are different. the fabric is very, very soft & feels like it's been washed & worn dozens of times. but the color & finish of the jean looks polished & spiffy enough to wear for evenings out or casual friday. and the fit is perfect, once i went up a size. slim and figure hugging but not at all constricting. my regular stevie's always fe",アグのジーンズは、主にスティービーとハーパーのものですが、履き心地はいいのですが、一日の終わりに脱ぐといつも嬉しくなります。しかし、このジーンズの色と仕上げは、夜の外出やカジュアルな金曜日に履くのに十分なほど洗練され、ぴかぴかに見えます。,5,25,General Petite,Bottoms,Jeans,0
297,44,Beauiful dress!,美しいドレス!,This dress does fit small.. i am generally a size 10-12 in maeve but purchased this in a 14. i have a large chest (34g) which contributed to my need to size up. the green color is beautiful and the dress looks darling on. i have a little trouble with the zipper but nothing that required me to return the dress. my biggest complaint is that the straps are a tiny bit too long and don't lie flat on my shoulders. other than that i receive a ton of compliments every time i wear it!,このドレスは小さくフィットします。私は一般的にメーブのサイズ10-12ですが、これは14で購入しました。私は大きな胸（34g）があるため、サイズアップする必要があることに貢献しました。,4,0,General,Dresses,Dresses,0
298,39,Pretty but small,きれいだけど小さい,"Gorgeous print on light weight layers in a cut that's flattering, feminine & fun.  i sized up and ordered the the 12p to fit my large rounded rib cage & 36dds.  i agree with previous reviewers that the bodice runs small.  i will add that the neckline is tight if you have a fat neck like mine.  stats are 5'3'' 140# 36dd 8/10 on top, 6/8 on bottom.",この商品は、軽量でゴージャスなプリントが施され、女性らしさと楽しさを演出しています。,5,4,General Petite,Trend,Trend,0
299,67,Odd style,オッドスタイル,"I should have paid closer attention to the other reviews. i could barely get this blouse over my head! after getting it on, the armholes too are very small. the blouse other than that is pretty and very girlie. i love the pleating and dolman sleeves but i was strangled around my neck. i tried the small but think a medium wouldn't have been much better. it needs a button opening on neck and sleeves. i would have to put this on before makeup or doing my hair. 
if you have a tiny head and pencil a","他の方のレビューにもっと注意を払うべきでした。私はこのブラウスを頭にかぶるのがやっとでした！着てみると、アームホールもとても小さいです。
頭が小さくて鉛筆が苦手な方は、ぜひ試してみてください。",1,0,General,Tops,Blouses,1
300,44,Stylish & comfortable,スタイリッシュ＆コンフォータブル,"I love this top it is cute with shorts, capris and jeans. it's really comfortable but looks put together and stylish.  great for running errands to drinks with the girls. a good transition piece into fall with a light cardigan.",このトップスは、ショートパンツにも、カプリにも、ジーンズにも合うし、着心地もいいし、スタイリッシュに見えます。,5,0,General,Tops,Knits,0
301,43,Cute leggings but poor quality fabric.,かわいいレギンスですが、生地の品質が悪いです。,"These are very cute leggings. i love the ribbed bottoms. as far as design and comfort, they are a five. but after only two wearings, they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price, i'd be more upset.",デザインも履き心地も5点満点です。でも、2回履いただけで、毛玉ができて、みすぼらしくなってしまいました。,3,1,Initmates,Intimate,Legwear,1
302,30,Confusing sizing,紛らわしいサイズ設定,"I love this shirt. tried in on in stores. i'm typically a medium across the board. i'm 5'6, 137lbs, 34d. i went for the size 6 figuring the 4 would be too small. the 6 fit... but it's short like everyone else said. not crop top short but definitely raise your arms and stomach is exposed short. i didn't buy it for the $50 price tag because of the shortness. but now that it's 30% i might spring for it, regardless of the weird cut. it's super cute otherwise!",このシャツが大好きです。店頭で試着してみました。私は通常Mサイズです。170cm、137kg、34dです。4は小さすぎると思ってサイズ6にしました。,3,2,General,Tops,Blouses,0
303,48,Gorgeous but sheds horribly,ゴージャスだが、毛羽立ちがひどい,This sweater is the perfect sweater except for one thing.....it sheds everywhere. i can simply pick up the sweater and shake it in one hand and 40 large pieces of lint go everywhere on the ground and on you. if you like dark jeans- don't purchase. before i walked out of the store- the salesperson had to use a delineator on me- it was hysterical. sheds so much,このセーターは完璧なセーターなのですが、あることを除いては・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・ セーターを手に取って片手で振るだけで大きな糸くず40個が地面や自分の体に付いてしまいます。,1,3,General,Tops,Sweaters,1
304,59,Fun dress,ファンドレス,"This is a fun dress to have in your closet! i ordered the 4p, and it was just a little to short for my taste. had the regular 4 sent, and it was perfect! i wore it the very next night to a party... feels great and lots of fun with the bel sleeves!",これは、あなたのクローゼットに持っている楽しいドレスです！私は4Pを注文しましたが、私の好みのためにほんの少し短かったです。,5,0,General,Dresses,Dresses,0
305,52,Pretty in plaid,チェック柄でかわいらしく,"Dress runs a little small in the arms but flows nicely on the body. see through and comes with slip but slip is stiff and doesn't give. was hard to get on so i wore my own slip. other that that, dress is feminine and looks great on!",腕の部分は少し小さめですが、体のラインはきれいに出ます。シースルーでスリップが付いていますが、スリップが硬く、伸縮しないので、着るのが大変でした。,4,0,General Petite,Dresses,Dresses,0
306,40,Unflattering,媚びない,It's short and wide. not a good combo for anyone who isn't stick thin.,短くて幅が広いので、細身でない人には向かない。,1,7,General,Tops,Knits,1
307,38,Beautiful dress,美しいドレス,"This dress is one of my new favorites. i usually wear a medium petite but had to size down in order to get it to fit properly. i was able to get the green one, while visiting in san francisco. i wish more stores had a petite section! it was great to be able to try things on!!!",このドレスは私の新しいお気に入りの一つです。普段はMサイズを着用していますが、きちんとフィットさせるためにはサイズを下げなければなりませんでした。サンフランシスコを訪れた際に、グリーンを購入することができました。,4,4,General,Dresses,Dresses,0
308,55,Versatile skirt,汎用性の高いスカート,"I was originally looking for a denim skirt with a fit and flare shape. i then saw this skirt and decided it was much more versatile than denim. it is a mid weight skirt, lined, good length...just above the knee, and the swingy shape is perfect. i will wear it now with boots and a chunky sweater. when it warms up, flats and a short sleeve sweater will be cute! i ordered a small, but i really should have paid more attention to the other reviews because it does run large! i ordered another one in e",もともとフィット＆フレアのデニムスカートを探していたのですが、このスカートを見て、デニムよりもずっと汎用性が高いと思いました。中量級のスカートで、裏地付き、長さもちょうど膝上、揺れる形も完璧です。,5,2,General,Bottoms,Skirts,0
309,51,Sizing off,サイジングオフ,"These are really cute pants. nice flowy fabric - perfect for dressing up or down from spring to fall. the only problem for me was the sizing. i tried my usual xs/0, (5'7"", 115lbs) but they were huge - as in, pulled them on without realizing there was actually a zipper opening! i then decided to try the petitie in the xs and those fit perfectly but unfortunately they were too short. the regular length were too long and would have needed hemming but that would not have bothered me as it would have",このパンツは本当にかわいいです。素敵な流れるような生地で、春から秋にかけてドレスアップするのに最適です。,4,2,General,Bottoms,Pants,0
310,55,Lovely.,素敵ですね。,"Absolutely adore this dress. details, fabric and deep pockets. here is the caveat at least for me. i am a typical size 6 and ordered the dress in a size 8 for a little looser, casual fit. the 8 is so small i can barely place over my shoulders and cannot button. i have reordered a size 12 and 14. perhaps the dress i received is not tagged properly. so disappointed as the item is on backorder.",ディテール、生地、深いポケットなど、とても気に入りました。,5,4,General,Dresses,Dresses,0
311,60,Burgandy plaid beauty,バーガンディーの格子柄の美しさ,"The burgundy plaid colors are what caught my eye! so perfect for the fall season. i usually do not like off the shoulder tops as most do not stay down but this one does and as others have stated there are arm stays inside to help with that. i stayed with my usual small to keep the length and it was fine. got compliments the first time i wore it. so glad they restocked in my size, as they had been sold out.",この商品は、とても良い商品です。,5,0,General,Tops,Blouses,0
312,34,,,"This is the worst shirt i have ever tried on from retailer. it is basically a big shaggy box from the front, and from the side it looks like a tent. it is also short.",このシャツは、私が今まで試着した中で最悪のシャツです。正面から見ると大きなシャギーボックスで、横から見るとテントのように見えます。,1,0,General,Tops,Blouses,1
313,34,Too much cardigan,カーディガンの着こなし,"I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home, i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck, and it naturally sticks out rather far in the back. i wanted to love t",私はこれを買ったとき、間違いなく小売店用の色眼鏡（試着室では素敵に見えたのに、後で着てみると何を考えていたのかわからなくなることを私はこう呼ぶ）をかけていました。,2,3,General Petite,Intimate,Lounge,1
314,50,"""go to"" please offer a maxi for mature customers.","""go to"" 大人のためのマキシを用意してください。",Silhouette transcends many occasions.,シルエットは、さまざまなシーンを超越する。,5,1,General Petite,Dresses,Dresses,0
315,64,Work of art,芸術作品,"This is the reason i doggedly fight for items at retailer as there are often maybe 6 made in my xxsp.

you really have to see this in person. even the slip could be worn as a chemise alone with the double layer and dots. the colors are gorgeous. i wanted this to try with my burgundy velvet blazer (and it works withe the copper color - too). 

the dress is really a swing shape - not close fitting - no ""waistline"" so it is very comfortable. the sleeves are fitted, but stretchy so should not be a","そのため、小売店では、私が持っているXXspの中で6個しか作られていないような商品を、ひたすら探しているのです。

スリップも、二重とドットのおかげで、一枚でケミースのように着ることができます。

このドレスは本当にスウィングの形をしていて、フィット感がなく、「ウエストライン」がないので、とても快適です。",5,0,General,Dresses,Dresses,0
316,34,Lovely!,素敵ですね。,"I'm 5.5"", 128 lbs, 34b cup, slender throughout, size 2 fit perfectly. lightweight, flattering dress. bought on sale to wear next year to baby/bridal shower type event.",サイズ2がぴったりでした。軽くて、着心地がいいドレスです。,5,0,General Petite,Dresses,Dresses,0
317,69,Great dress!!!,素晴らしいドレス!!!,"Purchased in the blue polka dot and love it. am 5' 6 1/2"", 155lbs, long arms. dress is meant to be full. i don't see the ""that is runs large"". the shoulders fit, the sleeves are not too long. it is a very cute dress. after receiving the dress, ordered it in the black motif and hope to like it just as much as the blue.",ブルーの水玉を購入し、とても気に入りました。私は170cm、155kg、腕が長いです。,5,1,General,Dresses,Dresses,0
318,31,Design flaw,設計上の欠陥,"I had such high hopes for this dress, but unfortunately it misses the mark completely. the design is flawed in that you cannot raise your arms to shoulder length. for someone who is 5'3, 105lbs, the dress has no shape and looks like something from zoolander's derelict campaign. i think one must have a specific body type for this dress, but regardless, they'll have to keep their arms at their sides.",このドレスにとても期待していたのですが、残念ながら完全に外れてしまいました。デザインに欠陥があり、腕を肩の長さまで上げることができません。,1,13,General Petite,Dresses,Dresses,1
319,59,"Super comfortable, love the design and fabric",とても快適で、デザインも生地も気に入っています。,"I am 5'9"" 155#. i bought the charcoal gray in a large and i love it. fabric is super soft. hangs beautifully. no weird spreading across the chest like the previous reviewer. i have long arms and the sleeves are long and hit me mid palm just like the model in the photo. i have worn the sleeves rolled up and down and it works. recommend this for a casual comfy top with interesting design.",私は腕が長いので、写真のモデルさんのように袖が長く、手のひらの真ん中にくる感じです。,5,4,General,Tops,Knits,0
320,44,Chic and flattering,シックで華やかなデザイン,"For the last few seasons,bordeaux releases this top in different materials and a slight variation, but same off-the-shoulder theme (the winter merino wool version was always sold out as soon as it hit the store). this is my third top in this version. it is very flattering but it must be styled right, which an retailer stylist taught me. it must be turned to the side a bit in order to fit correctly (but not necessarily have to be pulled off-the-shoulder). the bottom hem has to be placed at the uppe",ここ数シーズン、ボルドーはこのトップスを素材違いや多少のバリエーションでリリースしていますが、オフショルダーのテーマは同じです（冬のメリノウールバージョンは店に並ぶとすぐに完売していました）。,5,13,General Petite,Tops,Knits,0
321,25,Love this cadigan,このキャディガンを愛用,This cardigan is defined by comfort. it is of a lovely knitted like material and is very warm. the pockets are great for holding your phone and the billowy sleeves make you feel like you are wrapped in a blanket.,このカーディガンは着心地の良さが特徴です。ニットのような素敵な素材で、とても暖かいです。ポケットは携帯電話を入れるのに最適で、膨らんだ袖は毛布に包まれているような気分になります。,5,0,General,Tops,Sweaters,0
322,25,Flattering and fun!,お洒落で楽しい,"Ordered this dress online, and i love it! i was looking for an understated but fun new years dress and this was exactly what i was looking for. the only minor qualm i had about the dress was that the velvet dots that hit where the seams met made the dress look puffier than it should some parts around the waist, but for the most part, the dress fit very well and was very flattering, may just need a little bit of ironing. i am 5'9 and usually am more conscious of how things fit around my hips, and",このドレスをオンラインで注文し、私はそれを愛する！私は控えめだが楽しい新年のドレスを探していた、これはまさに私が探していたものでした。ドレスについて持っていた唯一のマイナー修飾は、縫い目が会った場所を打つベルベットドットは、それがウエスト周りのいくつかの部分をするよりもドレスを膨らんで見えることだった、しかしほとんどの部分で、ドレスは非常によくフィットし、非常に美しいでした、ちょうどアイロンの少しが必要かもしれません。,4,9,General,Dresses,Dresses,0
323,62,Disappointed,期待外れ,"In the photo, this sweater is very appealing but in person very disappointing. i am 5'7, always take a size medium but on me, the sleeves were far too long and the sweater just didn't fit properly. the collar doesn't fold right in the front and it hangs awkwardly. if you try to use the button, it stretches and looks terrible. in the back, it falls short. it's going back.",写真では、このセーターはとても魅力的ですが、実物はとても残念です。私は170cmで、いつもMサイズを着用していますが、私には袖が長すぎて、セーターがきちんとフィットしませんでした。,3,0,General Petite,Tops,Sweaters,1
324,51,Love!,Love!,"I just love this dress - so comfortable and flattering. maeve has had some great dresses this summer, but this one may be my favorite. this one could easily been worn in to fall with a sweater or jacket.",この夏、maeveは素晴らしいドレスをいくつか持っていましたが、このドレスは私のお気に入りかもしれません。,5,0,General Petite,Dresses,Dresses,0
325,44,Even more lovely in person!,実物はもっと素敵です,"I've been stalking this top online and finally went into the store today to see it.  i'm so glad i did!  the colors are very vibrant and the material is soft and very lightweight.  the cut covers a regular bra pretty well (a big plus!) and makes my arms look good!  i can't wait to wear this, it will be a perfect dressy top for the higher heat days!",このトップスをネットでずっと探していて、今日ついにお店に行って見てきました！色はとても鮮やかで、素材は柔らかくてとても軽いです。,5,1,General Petite,Tops,Blouses,0
326,20,Casual,カジュアル,Such an amazing shirt to dress down for a long day at school,学校での長い一日のためにドレスダウンするために、このような素晴らしいシャツ,5,0,General Petite,Tops,Knits,0
327,35,"Pretty, comfy skirt",かわいくて快適なスカート,"Love tracy reese finds at retailer! first day wearing this skirt and have already received a number of compliments! not a typical material i would buy clothing wise, but it's really comfortable and not clingy as i thought it may be. i appreciate the built in slip for some extra substance as well",このスカートを履いた初日に、すでに何度も褒められました！洋服にありがちな素材ではありませんが、本当に快適で、思っていたほど窮屈ではありません。,4,0,General,Bottoms,Skirts,0
328,30,For a specific person,特定の人物に対して,"I love ponchos and the colors are gorgeous, but the pictures make it look much longer than it is. i would've loved it if i were petite but i personally don't think it's meant for taller people. such a shame.",ポンチョは大好きで、色も華やかですが、写真では実際よりずっと長く見えます。小柄な人なら気に入ったでしょうが、個人的には背の高い人には向かないと思います。,3,0,General,Tops,Sweaters,0
329,29,Flowing summer dress,流れるようなサマードレス,"This dress is really beautiful. i have already worn it to both an engagement party (fancy) and just out to dinner (casual); it fits most occasions, depending on what you pair it with, which always makes me feel like i have gotten my full money's worth. i've gotten several compliments on it; the best one being that it looks as though i was wearing a piece of art! the outside material of the dress is silky in texture and has a nice sheen to it. it looks true to the picture on the website. the dres",このドレスは本当に美しいです。私はすでに婚約パーティー（派手な）とちょうど夕食に行く（カジュアル）の両方にこれを着用しました。,5,12,General,Dresses,Dresses,0
330,35,,,Really cute romper that can be dressed up or down. super comfortable and flattering. i ordered the xs and it fit perfect.,このロンパースはとても可愛くて、ドレスアップにも使えます。,5,1,General,Bottoms,Shorts,0
331,36,Perfect!,完璧だ!,"After having my third child, i was looking for clothes to hide my tummy. i've always loved the comfort of a romper, but the typical cinched waist was never flattering on me. this romper does not disappoint. it hides areas i want hidden, but does so with style. i get numerous compliments whenever i wear this. i cannot say enough wonderful things about this piece!",このロンパースは期待を裏切りません。隠したい部分を隠しつつも、スタイリッシュに仕上げてくれます。,5,1,General,Bottoms,Shorts,0
332,66,Cutest vest,かわいいベスト,My daughter and i both purchased this vest at an retailer store. this vest is so flattering on and is so much cuter in person than in the online picture. it is chic and stylish and will definitely be a staple for fall and winter.,娘と二人で小売店で購入しました。このベストはとても着心地がよく、ネットの写真より実物の方がずっとかわいいです。シックでおしゃれなので、秋冬の主役になること間違いなしです。,5,6,General,Tops,Fine gauge,0
333,61,"After a tailor fixes the back, it'll be great",仕立て屋に背中を直してもらったら、きっといいものができるはず。,"I have no need for this dress but had to have it. i read the reviews and when there was a sale weekend, pulled the trigger on it. just as reviewers noted, it's very flattering. from the front. and, just as another reviewer noted, the back torso is widely misshapen, creating a hunchback look. but i figured a good tailor could make it right. it's going to cost just under 2 jacksons to do it. which is about how much the discount was for the sale. but i expect to have this dress for years and can't",このドレスは必要ないのですが、どうしても欲しくて、レビューを読んで、週末のセールで引き金を引きました。,4,1,General,Dresses,Dresses,0
334,45,"Dreamy, soft sweater",夢のような柔らかいセーター,"Very warm and snuggly, gorgeous color, nice fit. i have a little trouble getting the neck to lay right, but managed so it works for work. i can't say enough how toasty it is. very good quality and styling.",とても暖かく、ぴったりしていて、色も華やか。,5,0,General Petite,Tops,Sweaters,0
335,59,Love these,これらを愛用,These are true to size and photo. i wore them to the opera and cant wait to wear them with sandals and a tee this summer!,オペラ座で履きましたが、この夏はサンダルとTシャツで履くのが楽しみです。,5,0,General Petite,Bottoms,Pants,0
336,56,Really comfy socks,本当に履き心地の良いソックス,"Yes,you need these, so comfortable - and wash up perfectly - workout, walking or great to sleep in",ワークアウト、ウォーキング、睡眠に最適です。,5,0,Initmates,Intimate,Legwear,1
337,46,Boys and arrows bottom,男の子と矢の下,"Love! boys and arrows make amazing suits! i wear a 25/26 in jeans and a size small in this bikini bottom - it actually fits true to size, which seems impossible in swimwear! cheeky for sure, but so cute! fabric is super, super soft. i want to wear these all day long.",大好きです！BOYS AND ARROWSは素晴らしいスーツを作りますね！私はジーンズで25/26、このビキニボトムはSサイズを着用していますが、水着では不可能と思われるジャストサイズです！確かにチープですが、とてもかわいいです！生地はとてもとても柔らかく、一日中これを着ていたいくらいです。,5,0,Initmates,Intimate,Swim,0
338,52,Great for casual work wardrobe,カジュアルワークのワードローブに最適,"I work with children and have a casual dress environment, this top gives me much needed style to my work wardrobe.",私は子供と一緒に働いており、カジュアルな服装が多いのですが、このトップスは私の仕事用ワードローブに必要なスタイルを与えてくれます。,5,0,General Petite,Tops,Knits,0
339,65,Classic stripes,クラシックストライプ,"I do not know if this item is worth the full price but i love it. very soft, good length, and comfortable to wear. the stripes are a perfect width so as not to be overpowering. the fabric design is unique and i think the weave added to the cost of production. for many it may not be worth the cost but i am glad i purchased this top. it is not a sheer fabric. try it on if you see it in the store.",このアイテムがフルプライスの価値があるかどうかはわかりませんが、私は大好きです。とても柔らかく、丈もちょうどよく、着心地がいいです。,4,2,General,Tops,Knits,0
340,41,Cute!,カワイイ!,"This top is really cute and i think will be a great transition piece. i'm glad i tried it on in the store as it runs very small. i typically wear a 00 or 0 and bought this in a 2. they didn't have it in stock,so i ordered it and hope it fits.",このトップは本当にかわいくて、素晴らしい移行部分になると思います。私は通常00か0を着用しますが、これは2を購入しました。,4,2,General Petite,Tops,Blouses,0
341,47,Adorable,かわいい,"Like the other reviewers, i opted for the grey version. almost every tunic dress i've tried winds up looking like a sack when it's on my body, so i was very pleased when this dress looked pretty great. the neckline is perfect - nice depth and addition of on-trend lacing - and the length (love the shirttail hemline) is also perfect. the drape of the material keeps it from looking like a shapeless bag. my only comment #and it's quite minor - i'd give this 4.5 stars if i could) is that the pockets",他のレビュアーと同じように、私はグレーバージョンを選びました。私が試したほとんどすべてのチュニックドレスは、それが私の体にあるとき袋のように見える風にして、私はこのドレスはかなり素晴らしい見えたときに非常に満足しています。,4,9,General,Dresses,Dresses,0
342,32,"Cute style, very wide",かわいいスタイル、とても広い,Great coat. love the length but it definitely runs big. i got a m even though i would normally be a l and it's roomy. fabric has pulles under the arms after 1 wear but overall quality is good. very warm. great look for work w. black pants.,長さがとても気に入っていますが、確かに大きいです。普段はLですがMにしました。,4,1,General,Jackets,Outerwear,0
343,36,,,Beautiful top for summer. love the yellow under the thin white fabric. the photo is good representation. running big.,薄い白の生地の下にある黄色がとてもきれいです。,4,1,General,Tops,Knits,0
344,62,Wonderful!,ワンダフル!,I am so surprised this was not styled properly in the photo! if worn the way it should be worn it would have sold out before going on sale. yes it is open down each side but you need to slide a belt inside the back so the back is left full and bring the belt out into the front on sides cinching in the front...making this a dramaticly gorgeous piece! i love it and will wear it with my leather jeans to pencil skirt. i am a personal stylist and designer and if you are thinking about this piece jump,私はこれが写真で適切にスタイリングされていなかったので、驚いています！それが着用されるべき方法を着用した場合、それは販売に行く前に完売していたでしょう。,5,3,General,Tops,Sweaters,0
345,29,Gorgeous dress!,ゴージャスなドレス!,"I love the look of this dress when it's on. the only issue i have with it is that the inside of the dress is white, which shows through on the chest slightly, but it's such a pretty dress and such an overall great fit, that i'm keeping it anyway!",このドレスの唯一の問題は、ドレスの内側が白で、わずかに胸が透けて見えることですが、とても可愛いドレスで、全体的にフィット感が良いので、とにかく持っています,5,0,General,Dresses,Dresses,0
346,39,,,"Too thin at bottom where lace is.  couldn't sit in the dress without worrying i was ""hanging out""","レースがある部分が薄すぎて、ドレスに座ったとき、""ぶらぶら ""しているのが気になる。",2,0,General Petite,Dresses,Dresses,1
